32'h3cbd2e88,32'h40ce5ce0,32'h40d6c928, 32'h40c80baa,32'h40dd1a5e, 32'h40bd8450,32'h40e7a1b8,// invsqrt(0.0231) = 6.5804
32'h3ebf2181,32'h3fcd4ed1,32'h3fd5b013, 32'h3fc705e0,32'h3fdbf904, 32'h3fbc8c4d,32'h3fe67297,// invsqrt(0.3733) = 1.6367
32'h407a7731,32'h3efda2fb,32'h3f03fe9d, 32'h3ef5df4c,32'h3f07e074, 32'h3ee8ee7e,32'h3f0e58db,// invsqrt(3.9135) = 0.5055
32'h3fa21043,32'h3f5ef5f3,32'h3f680fa9, 32'h3f5822aa,32'h3f6ee2f2, 32'h3f4cc286,32'h3f7a4316,// invsqrt(1.2661) = 0.8887
32'h3ee43f85,32'h3fbbdfd3,32'h3fc38aeb, 32'h3fb61f81,32'h3fc94b3d, 32'h3fac89a2,32'h3fd2e11c,// invsqrt(0.4458) = 1.4977
32'h3f9f53b7,32'h3f60de08,32'h3f6a0baa, 32'h3f59fbce,32'h3f70ede4, 32'h3f4e82c3,32'h3f7c66ef,// invsqrt(1.2447) = 0.8963
32'h408ef2da,32'h3eed6671,32'h3ef71708, 32'h3ee62200,32'h3efe5b7a, 32'h3eda0544,32'h3f053c1b,// invsqrt(4.4671) = 0.4731
32'h418c3558,32'h3e6fb577,32'h3e797e2d, 32'h3e685eee,32'h3e806a5b, 32'h3e5c240a,32'h3e8687cd,// invsqrt(17.5260) = 0.2389
32'h3e8cf98e,32'h3fef0e6c,32'h3ff8d051, 32'h3fe7bd00,32'h400010de, 32'h3fdb8aa1,32'h40062a0d,// invsqrt(0.2753) = 1.9057
32'h3ef87065,32'h3fb41404,32'h3fbb6da6, 32'h3fae90ca,32'h3fc0f0e0, 32'h3fa560c0,32'h3fca20ea,// invsqrt(0.4852) = 1.4356
32'h40fe44e7,32'h3eb20070,32'h3eb94460, 32'h3eac8d7c,32'h3ebeb754, 32'h3ea37891,32'h3ec7cc3f,// invsqrt(7.9459) = 0.3548
32'h3f5e1a4a,32'h3f86ac2d,32'h3f8c2b5d, 32'h3f828cc8,32'h3f904ac2, 32'h3f775b96,32'h3f9729bf,// invsqrt(0.8676) = 1.0736
32'h3f4bc464,32'h3f8c99e6,32'h3f92570a, 32'h3f884c0c,32'h3f96a4e4, 32'h3f811f9f,32'h3f9dd151,// invsqrt(0.7960) = 1.1209
32'h404ba3dd,32'h3f0ca521,32'h3f1262b9, 32'h3f0856ee,32'h3f16b0ec, 32'h3f0129ef,32'h3f1dddeb,// invsqrt(3.1819) = 0.5606
32'h3f5a4631,32'h3f87d937,32'h3f8d64b1, 32'h3f83b09b,32'h3f918d4d, 32'h3f798484,32'h3f987ba6,// invsqrt(0.8526) = 1.0830
32'h3ed7652d,32'h3fc16601,32'h3fc94ad3, 32'h3fbb7a65,32'h3fcf366f, 32'h3fb19c5f,32'h3fd91475,// invsqrt(0.4207) = 1.5418
32'h40ac14a8,32'h3ed85fbb,32'h3ee1349e, 32'h3ed1c010,32'h3ee7d448, 32'h3ec6b5f4,32'h3ef2de64,// invsqrt(5.3775) = 0.4312
32'h40799604,32'h3efe154b,32'h3f043a1a, 32'h3ef64e1d,32'h3f081db2, 32'h3ee9577a,32'h3f0e9903,// invsqrt(3.8998) = 0.5064
32'h402bf6d6,32'h3f190d22,32'h3f1f4c5c, 32'h3f145db5,32'h3f23fbc9, 32'h3f0c8eac,32'h3f2bcad2,// invsqrt(2.6869) = 0.6101
32'h3ffa8c4a,32'h3f335196,32'h3f3aa348, 32'h3f2dd450,32'h3f40208e, 32'h3f24ae31,32'h3f4946ad,// invsqrt(1.9574) = 0.7148
32'h3fec2eae,32'h3f38b111,32'h3f403ae8, 32'h3f3309b0,32'h3f45e24a, 32'h3f299d64,32'h3f4f4e96,// invsqrt(1.8452) = 0.7362
32'h40baf80b,32'h3ecf9494,32'h3ed80d95, 32'h3ec939d4,32'h3ede6856, 32'h3ebea293,32'h3ee8ff97,// invsqrt(5.8428) = 0.4137
32'h40861322,32'h3ef52170,32'h3eff22cd, 32'h3eeda069,32'h3f0351e9, 32'h3ee11eb5,32'h3f0992c4,// invsqrt(4.1898) = 0.4885
32'h3f9403c8,32'h3f694d51,32'h3f72d315, 32'h3f6228fd,32'h3f79f769, 32'h3f5641c8,32'h3f82ef4f,// invsqrt(1.1564) = 0.9299
32'h3f285189,32'h3f9ab32e,32'h3fa103a3, 32'h3f95f6d7,32'h3fa5bffb, 32'h3f8e1245,32'h3fada48d,// invsqrt(0.6575) = 1.2333
32'h40cfa99b,32'h3ec4f761,32'h3ecd0179, 32'h3ebeefce,32'h3ed3090c, 32'h3eb4e32f,32'h3edd15ab,// invsqrt(6.4895) = 0.3926
32'h3fb7f4da,32'h3f5145ed,32'h3f59d09e, 32'h3f4adde9,32'h3f6038a3, 32'h3f40308c,32'h3f6ae600,// invsqrt(1.4372) = 0.8342
32'h408c6cd3,32'h3eef8617,32'h3ef94cdf, 32'h3ee83102,32'h3f0050fa, 32'h3edbf888,32'h3f066d37,// invsqrt(4.3883) = 0.4774
32'h3f0b22a3,32'h3faa26f1,32'h3fb118dc, 32'h3fa4f182,32'h3fb64e4c, 32'h3f9c431d,32'h3fbefcb1,// invsqrt(0.5435) = 1.3564
32'h3d8495bb,32'h40768108,32'h4080485f, 32'h406ef53e,32'h40840e44, 32'h40626199,32'h408a5816,// invsqrt(0.0647) = 3.9302
32'h3f3dfa8b,32'h3f919d39,32'h3f978ebe, 32'h3f8d2816,32'h3f9c03e2, 32'h3f85ba30,32'h3fa371c8,// invsqrt(0.7421) = 1.1608
32'h3e9df03c,32'h3fe1da8a,32'h3feb127a, 32'h3fdaf095,32'h3ff1fc6f, 32'h3fcf6aa8,32'h3ffd825c,// invsqrt(0.3085) = 1.8005
32'h40101d41,32'h3f272fe0,32'h3f2e02ce, 32'h3f2211ac,32'h3f332102, 32'h3f198a02,32'h3f3ba8ad,// invsqrt(2.2518) = 0.6664
32'h3ecab0e1,32'h3fc75e05,32'h3fcf8135, 32'h3fc143a2,32'h3fd59b98, 32'h3fb717a7,32'h3fdfc793,// invsqrt(0.3959) = 1.5893
32'h3e7a5663,32'h3ffdb399,32'h40040742, 32'h3ff5ef67,32'h4007e95b, 32'h3fe8fdc0,32'h400e622e,// invsqrt(0.2445) = 2.0225
32'h402b4370,32'h3f195d36,32'h3f1f9fb5, 32'h3f14ab56,32'h3f245194, 32'h3f0cd836,32'h3f2c24b4,// invsqrt(2.6760) = 0.6113
32'h41ba0891,32'h3e501a05,32'h3e589878, 32'h3e49bb2e,32'h3e5ef74e, 32'h3e3f1d1e,32'h3e69955e,// invsqrt(23.2542) = 0.2074
32'h4198c0b5,32'h3e65a7c2,32'h3e6f076c, 32'h3e5ea003,32'h3e760f2b, 32'h3e52e86e,32'h3e80e360,// invsqrt(19.0941) = 0.2288
32'h3fb7c0cd,32'h3f51638f,32'h3f59ef75, 32'h3f4afaa2,32'h3f605862, 32'h3f404bc2,32'h3f6b0742,// invsqrt(1.4356) = 0.8346
32'h3d59ab0f,32'h40880997,32'h408d970b, 32'h4083df80,32'h4091c122, 32'h4079dd5f,32'h4098b1f3,// invsqrt(0.0531) = 4.3379
32'h3fbb9bf9,32'h3f4f39d0,32'h3f57af1c, 32'h3f48e1d6,32'h3f5e0716, 32'h3f3e4f37,32'h3f6899b5,// invsqrt(1.4657) = 0.8260
32'h401920d5,32'h3f22310d,32'h3f28cfc9, 32'h3f1d39ff,32'h3f2dc6d7, 32'h3f14f394,32'h3f360d43,// invsqrt(2.3926) = 0.6465
32'h3c9d4098,32'h40e25888,32'h40eb959e, 32'h40db6ab8,32'h40f2836e, 32'h40cfde5e,32'h40fe0fc8,// invsqrt(0.0192) = 7.2177
32'h3f88c4cc,32'h3f72b452,32'h3f7c9c56, 32'h3f6b4650,32'h3f82052c, 32'h3f5ee44c,32'h3f88362e,// invsqrt(1.0685) = 0.9674
32'h3ea55b2c,32'h3fdcbad1,32'h3fe5bd37, 32'h3fd5f904,32'h3fec7f04, 32'h3fcab604,32'h3ff7c204,// invsqrt(0.3230) = 1.7596
32'h3e9c0d70,32'h3fe336dd,32'h3fec7d05, 32'h3fdc423f,32'h3ff371a3, 32'h3fd0aa8c,32'h3fff0956,// invsqrt(0.3048) = 1.8113
32'h3f7a53f6,32'h3f7db4d3,32'h3f8407e6, 32'h3f75f099,32'h3f87ea04, 32'h3f68fee2,32'h3f8e62df,// invsqrt(0.9778) = 1.0113
32'h3c89b6f7,32'h40f1de8f,32'h40fbbdd9, 32'h40ea7718,32'h410192a8, 32'h40de1ffc,32'h4107be36,// invsqrt(0.0168) = 7.7127
32'h403547b9,32'h3f151119,32'h3f1b26b1, 32'h3f1080e6,32'h3f1fb6e4, 32'h3f08e5e8,32'h3f2751e2,// invsqrt(2.8325) = 0.5942
32'h3f5106de,32'h3f8ad22a,32'h3f907cb4, 32'h3f869243,32'h3f94bc9b, 32'h3f7efa2e,32'h3f9bd1c7,// invsqrt(0.8165) = 1.1067
32'h4015c25b,32'h3f24017e,32'h3f2ab32f, 32'h3f1efc38,32'h3f2fb874, 32'h3f169e1a,32'h3f381692,// invsqrt(2.3400) = 0.6537
32'h3fee4761,32'h3f37e09c,32'h3f3f61f0, 32'h3f323f9c,32'h3f4502f0, 32'h3f28ddf2,32'h3f4e649a,// invsqrt(1.8616) = 0.7329
32'h4052fcb3,32'h3f0a2cb0,32'h3f0fd078, 32'h3f05f1d9,32'h3f140b4f, 32'h3efdca3e,32'h3f1b1809,// invsqrt(3.2967) = 0.5508
32'h3fe3a23e,32'h3f3c20af,32'h3f43ce6d, 32'h3f365e60,32'h3f4990bc, 32'h3f2cc533,32'h3f5329e9,// invsqrt(1.7784) = 0.7499
32'h3fab593b,32'h3f58d5f1,32'h3f61afa7, 32'h3f5232a8,32'h3f6852f0, 32'h3f472284,32'h3f736314,// invsqrt(1.3387) = 0.8643
32'h3e99f857,32'h3fe4bee4,32'h3fee150c, 32'h3fddbe45,32'h3ff515ab, 32'h3fd21292,32'h400060af,// invsqrt(0.3007) = 1.8235
32'h3f2a378b,32'h3f99d5b6,32'h3fa01d20, 32'h3f952026,32'h3fa4d2b0, 32'h3f8d46e0,32'h3facabf6,// invsqrt(0.6649) = 1.2264
32'h404b6b9f,32'h3f0cb891,32'h3f1276f5, 32'h3f0869c6,32'h3f16c5c0, 32'h3f013bc9,32'h3f1df3bd,// invsqrt(3.1784) = 0.5609
32'h3f5d843c,32'h3f86d9c2,32'h3f8c5ad0, 32'h3f82b8f9,32'h3f907b99, 32'h3f77af50,32'h3f975cea,// invsqrt(0.8653) = 1.0750
32'h3f128dcb,32'h3fa5ca25,32'h3fac8e7b, 32'h3fa0b6e6,32'h3fb1a1ba, 32'h3f98417b,32'h3fba1725,// invsqrt(0.5725) = 1.3217
32'h3fcf3ec5,32'h3f452a1f,32'h3f4d364a, 32'h3f3f20fe,32'h3f533f6a, 32'h3f3511c8,32'h3f5d4ea0,// invsqrt(1.6191) = 0.7859
32'h3fc295ec,32'h3f4b7a26,32'h3f53c847, 32'h3f453f8e,32'h3f5a02e0, 32'h3f3adde5,32'h3f646489,// invsqrt(1.5202) = 0.8111
32'h4145048b,32'h3e8efd3f,32'h3e94d356, 32'h3e8a9cad,32'h3e9933e7, 32'h3e83510f,32'h3ea07f85,// invsqrt(12.3136) = 0.2850
32'h3f738d2d,32'h3f809b18,32'h3f85dae4, 32'h3f79567c,32'h3f89cabe, 32'h3f6c36fc,32'h3f905a7e,// invsqrt(0.9514) = 1.0252
32'h4013cb1f,32'h3f2517ca,32'h3f2bd4d7, 32'h3f2009ff,32'h3f30e2a1, 32'h3f179dae,32'h3f394ef2,// invsqrt(2.3093) = 0.6581
32'h3fc3e5b0,32'h3f4acb7a,32'h3f53127a, 32'h3f44963a,32'h3f5947ba, 32'h3f3a3d7b,32'h3f63a079,// invsqrt(1.5304) = 0.8083
32'h3f8eb881,32'h3f6d96f3,32'h3f774985, 32'h3f665106,32'h3f7e8f72, 32'h3f5a31d0,32'h3f855754,// invsqrt(1.1150) = 0.9470
32'h40b59f68,32'h3ed29d07,32'h3edb35b9, 32'h3ecc2a82,32'h3ee1a83e, 32'h3ec16ba3,32'h3eec671d,// invsqrt(5.6757) = 0.4197
32'h3f47b26d,32'h3f8e06dc,32'h3f93d2e4, 32'h3f89add5,32'h3f982beb, 32'h3f826eca,32'h3f9f6af6,// invsqrt(0.7801) = 1.1322
32'h3ff7fcb2,32'h3f343e01,32'h3f3b9959, 32'h3f2eb97e,32'h3f411ddc, 32'h3f25874f,32'h3f4a500b,// invsqrt(1.9374) = 0.7184
32'h3fb76262,32'h3f51996f,32'h3f5a2789, 32'h3f4b2edc,32'h3f60921c, 32'h3f407d3c,32'h3f6b43bc,// invsqrt(1.4327) = 0.8355
32'h3dce2779,32'h4045af81,32'h404dc11d, 32'h403fa24b,32'h4053ce53, 32'h40358c47,32'h405de457,// invsqrt(0.1007) = 3.1519
32'h3d7c6a67,32'h407ca7ae,32'h40837bd5, 32'h4074ebb0,32'h408759d4, 32'h406807b4,32'h408dcbd2,// invsqrt(0.0616) = 4.0283
32'h3f8f79c8,32'h3f6cf6b6,32'h3f76a2bd, 32'h3f65b5b0,32'h3f7de3c2, 32'h3f599ea6,32'h3f84fd66,// invsqrt(1.1209) = 0.9445
32'h3ed6e537,32'h3fc19f8d,32'h3fc986b7, 32'h3fbbb22d,32'h3fcf7417, 32'h3fb1d138,32'h3fd9550c,// invsqrt(0.4197) = 1.5436
32'h3e05c7c3,32'h402d862e,32'h40349b55, 32'h40283652,32'h4039eb32, 32'h401f5be2,32'h4042c5a2,// invsqrt(0.1306) = 2.7666
32'h3fcbc0a0,32'h3f46d8e6,32'h3f4ef6a6, 32'h3f40c296,32'h3f550cf6, 32'h3f369d65,32'h3f5f3227,// invsqrt(1.5918) = 0.7926
32'h3f63afed,32'h3f8502c0,32'h3f8a7094, 32'h3f80f062,32'h3f8e82f2, 32'h3f744e32,32'h3f954c3b,// invsqrt(0.8894) = 1.0604
32'h3f205d75,32'h3f9e7d5f,32'h3fa4f56e, 32'h3f99a355,32'h3fa9cf79, 32'h3f918d43,32'h3fb1e58b,// invsqrt(0.6264) = 1.2635
32'h3e89f57f,32'h3ff1a7b8,32'h3ffb84c4, 32'h3fea41ee,32'h40017547, 32'h3fdded9e,32'h40079f6f,// invsqrt(0.2695) = 1.9265
32'h3f89990d,32'h3f71f8d8,32'h3f7bd934, 32'h3f6a9092,32'h3f81a0bd, 32'h3f5e381f,32'h3f87ccf6,// invsqrt(1.0750) = 0.9645
32'h3f6cafe2,32'h3f82751a,32'h3f87c83f, 32'h3f7ced7a,32'h3f8bc69b, 32'h3f6f9d9c,32'h3f926e8a,// invsqrt(0.9246) = 1.0400
32'h404d03ab,32'h3f0c2c40,32'h3f11e4ea, 32'h3f07e1c1,32'h3f162f69, 32'h3f00baec,32'h3f1d563e,// invsqrt(3.2033) = 0.5587
32'h4008b318,32'h3f2ba94c,32'h3f32aafc, 32'h3f266809,32'h3f37ec3f, 32'h3f1da5ed,32'h3f40ae5b,// invsqrt(2.1359) = 0.6842
32'h3f8c5cbf,32'h3f6f93cf,32'h3f795b25, 32'h3f683e4e,32'h3f805853, 32'h3f5c0521,32'h3f8674ea,// invsqrt(1.0966) = 0.9549
32'h3d7f4ea9,32'h407b385a,32'h4082bcad, 32'h4073879c,32'h4086950c, 32'h4066b65e,32'h408cfdab,// invsqrt(0.0623) = 4.0054
32'h409a6c12,32'h3ee4691c,32'h3eedbbc4, 32'h3edd6b1e,32'h3ef4b9c2, 32'h3ed1c3cb,32'h3f00308a,// invsqrt(4.8257) = 0.4552
32'h3ebd44ef,32'h3fce50a9,32'h3fd6bc71, 32'h3fc7ffd3,32'h3fdd0d47, 32'h3fbd7918,32'h3fe79402,// invsqrt(0.3697) = 1.6447
32'h3fa6fd9f,32'h3f5ba594,32'h3f649caa, 32'h3f54ec44,32'h3f6b55fa, 32'h3f49b769,32'h3f768ad5,// invsqrt(1.3046) = 0.8755
32'h40150bfc,32'h3f2465b5,32'h3f2b1b7e, 32'h3f1f5d5f,32'h3f3023d5, 32'h3f16fa24,32'h3f388710,// invsqrt(2.3289) = 0.6553
32'h3f8afc9a,32'h3f70c290,32'h3f7a9643, 32'h3f6963cb,32'h3f80fa84, 32'h3f5d1b2c,32'h3f871ed4,// invsqrt(1.0858) = 0.9597
32'h3f2fbf59,32'h3f97651e,32'h3f9d930a, 32'h3f92c2ad,32'h3fa2357b, 32'h3f8b0945,32'h3fa9eee3,// invsqrt(0.6865) = 1.2069
32'h3fce3d52,32'h3f45a508,32'h3f4db638, 32'h3f3f9825,32'h3f53c31b, 32'h3f3582aa,32'h3f5dd896,// invsqrt(1.6112) = 0.7878
32'h3e9e2a24,32'h3fe1b12e,32'h3feae76e, 32'h3fdac87d,32'h3ff1d01f, 32'h3fcf44ad,32'h3ffd53ef,// invsqrt(0.3089) = 1.7992
32'h3f67d95c,32'h3f83cfc0,32'h3f89310b, 32'h3f7f8d8d,32'h3f8d3a04, 32'h3f721a4f,32'h3f93f3a2,// invsqrt(0.9057) = 1.0508
32'h3f43ac9d,32'h3f8f7ab2,32'h3f9555e8, 32'h3f8b1649,32'h3f99ba51, 32'h3f83c445,32'h3fa10c55,// invsqrt(0.7644) = 1.1438
32'h3fc4a161,32'h3f4a6a9a,32'h3f52ada5, 32'h3f443851,32'h3f58dfed, 32'h3f39e482,32'h3f6333bc,// invsqrt(1.5362) = 0.8068
32'h3f8d5181,32'h3f6ec3fd,32'h3f7882d8, 32'h3f6774d8,32'h3f7fd1fc, 32'h3f5b4646,32'h3f860047,// invsqrt(1.1040) = 0.9517
32'h4076d8d2,32'h3eff7d2c,32'h3f04f563, 32'h3ef7aafa,32'h3f08de7d, 32'h3eeaa1fb,32'h3f0f62fd,// invsqrt(3.8570) = 0.5092
32'h3e144959,32'h4024d176,32'h402b8ba5, 32'h401fc5d4,32'h40309748, 32'h40175d19,32'h40390003,// invsqrt(0.1448) = 2.6278
32'h3fbef741,32'h3f4d6586,32'h3f55c7b5, 32'h3f471be2,32'h3f5c1158, 32'h3f3ca127,32'h3f668c13,// invsqrt(1.4919) = 0.8187
32'h3f0e293c,32'h3fa854e5,32'h3faf33c9, 32'h3fa32db9,32'h3fb45af5, 32'h3f9a971b,32'h3fbcf193,// invsqrt(0.5553) = 1.3419
32'h3f2db0a3,32'h3f9849fe,32'h3f9e8142, 32'h3f93a08b,32'h3fa32ab5, 32'h3f8bdb76,32'h3faaefca,// invsqrt(0.6785) = 1.2140
32'h3f249fb8,32'h3f9c6d1e,32'h3fa2cf9c, 32'h3f97a33f,32'h3fa7997b, 32'h3f8fa820,32'h3faf949a,// invsqrt(0.6431) = 1.2470
32'h410ef1ae,32'h3ea7deb5,32'h3eaeb8c7, 32'h3ea2bb28,32'h3eb3dc54, 32'h3e9a2a91,32'h3ebc6ceb,// invsqrt(8.9340) = 0.3346
32'h3f23b1d4,32'h3f9cde9e,32'h3fa345bf, 32'h3f981146,32'h3fa81318, 32'h3f90105e,32'h3fb01401,// invsqrt(0.6394) = 1.2506
32'h402faaab,32'h3f176e07,32'h3f1d9c51, 32'h3f12cb50,32'h3f223f08, 32'h3f0b1174,32'h3f29f8e4,// invsqrt(2.7448) = 0.6036
32'h3faf1ea7,32'h3f567cfd,32'h3f5f3e2c, 32'h3f4fec1a,32'h3f65cf10, 32'h3f44faa0,32'h3f70c08a,// invsqrt(1.3681) = 0.8549
32'h3cd5b3a6,32'h40c229c9,32'h40ca1698, 32'h40bc382f,32'h40d00833, 32'h40b2502c,32'h40d9f036,// invsqrt(0.0261) = 6.1914
32'h401972fa,32'h3f22059e,32'h3f28a294, 32'h3f1d0fe5,32'h3f2d984d, 32'h3f14cbb0,32'h3f35dc82,// invsqrt(2.3976) = 0.6458
32'h4002f6d3,32'h3f2f6141,32'h3f3689cb, 32'h3f2a02d9,32'h3f3be833, 32'h3f21102c,32'h3f44dae0,// invsqrt(2.0463) = 0.6991
32'h3f16c084,32'h3fa37703,32'h3faa230d, 32'h3f9e75fb,32'h3faf2415, 32'h3f961eee,32'h3fb77b22,// invsqrt(0.5889) = 1.3031
32'h3fd3c7da,32'h3f430ab8,32'h3f4b00b6, 32'h3f3d123b,32'h3f50f933, 32'h3f331ebe,32'h3f5aecb0,// invsqrt(1.6545) = 0.7774
32'h3fbd6943,32'h3f4e3cdf,32'h3f56a7d9, 32'h3f47eca4,32'h3f5cf814, 32'h3f3d66ec,32'h3f677dcc,// invsqrt(1.4798) = 0.8221
32'h3f969a52,32'h3f6749eb,32'h3f70baa6, 32'h3f60355e,32'h3f77cf32, 32'h3f546874,32'h3f81ce0e,// invsqrt(1.1766) = 0.9219
32'h3f96e728,32'h3f670f01,32'h3f707d55, 32'h3f5ffc42,32'h3f779014, 32'h3f54325a,32'h3f81acfe,// invsqrt(1.1789) = 0.9210
32'h4309c818,32'h3daafc66,32'h3db1f707, 32'h3da5c06e,32'h3db73300, 32'h3d9d0725,32'h3dbfec49,// invsqrt(137.7816) = 0.0852
32'h3d0b86fe,32'h40a9e9b5,32'h40b0d920, 32'h40a4b626,32'h40b60cb0, 32'h409c0ae0,32'h40beb7f6,// invsqrt(0.0341) = 5.4181
32'h3f895c28,32'h3f722e75,32'h3f7c1101, 32'h3f6ac48b,32'h3f81bd75, 32'h3f5e695c,32'h3f87eb0d,// invsqrt(1.0731) = 0.9653
32'h3f83f0bc,32'h3f771af9,32'h3f80987c, 32'h3f6f8a79,32'h3f8460bc, 32'h3f62eefa,32'h3f8aae7c,// invsqrt(1.0308) = 0.9850
32'h408f0662,32'h3eed563b,32'h3ef70629, 32'h3ee61249,32'h3efe4a1b, 32'h3ed9f660,32'h3f053302,// invsqrt(4.4695) = 0.4730
32'h3f7aa4d4,32'h3f7d8be2,32'h3f83f297, 32'h3f75c8e8,32'h3f87d414, 32'h3f68d947,32'h3f8e4be4,// invsqrt(0.9791) = 1.0106
32'h3e810486,32'h3ff9e37b,32'h40020b48, 32'h3ff23d2b,32'h4005de6f, 32'h3fe57d51,32'h400c3e5c,// invsqrt(0.2520) = 1.9921
32'h3ebf7162,32'h3fcd23f7,32'h3fd58379, 32'h3fc6dc55,32'h3fdbcb1b, 32'h3fbc64f2,32'h3fe6427e,// invsqrt(0.3739) = 1.6354
32'h3f50b9bf,32'h3f8aebcd,32'h3f909763, 32'h3f86ab1d,32'h3f94d813, 32'h3f7f2945,32'h3f9bee8e,// invsqrt(0.8153) = 1.1075
32'h3f56500b,32'h3f89192b,32'h3f8eb1b5, 32'h3f84e6c4,32'h3f92e41c, 32'h3f7bd030,32'h3f99e2c8,// invsqrt(0.8372) = 1.0929
32'h3f9df64c,32'h3f61d634,32'h3f6b0df8, 32'h3f5aec62,32'h3f71f7ca, 32'h3f4f66ad,32'h3f7d7d7f,// invsqrt(1.2341) = 0.9002
32'h3f18a3d1,32'h3fa2736b,32'h3fa914dd, 32'h3f9d7a55,32'h3fae0df3, 32'h3f953087,32'h3fb657c1,// invsqrt(0.5962) = 1.2950
32'h4068204f,32'h3f03bb99,32'h3f091c13, 32'h3eff667d,32'h3f0d246e, 32'h3ef1f54e,32'h3f13dd05,// invsqrt(3.6270) = 0.5251
32'h3f99cc41,32'h3f64dfaa,32'h3f6e372a, 32'h3f5dde0b,32'h3f7538c9, 32'h3f5230ac,32'h3f807314,// invsqrt(1.2015) = 0.9123
32'h3f90bf97,32'h3f6beb6f,32'h3f758c8e, 32'h3f64b299,32'h3f7cc565, 32'h3f58a932,32'h3f846766,// invsqrt(1.1308) = 0.9404
32'h415648d5,32'h3e891b79,32'h3e8eb41b, 32'h3e84e900,32'h3e92e694, 32'h3e7bd46c,32'h3e99e55e,// invsqrt(13.3928) = 0.2733
32'h41a1566f,32'h3e5f7635,32'h3e689527, 32'h3e589eff,32'h3e6f6c5d, 32'h3e4d3850,32'h3e7ad30c,// invsqrt(20.1672) = 0.2227
32'h3f20f3d1,32'h3f9e3347,32'h3fa4a84f, 32'h3f995b81,32'h3fa98015, 32'h3f914937,32'h3fb1925f,// invsqrt(0.6287) = 1.2612
32'h3f251be5,32'h3f9c3240,32'h3fa29258, 32'h3f976a2f,32'h3fa75a69, 32'h3f8f7211,32'h3faf5287,// invsqrt(0.6450) = 1.2452
32'h3dc2ec82,32'h404b4cf0,32'h40539938, 32'h404513b9,32'h4059d26f, 32'h403ab45f,32'h406431c9,// invsqrt(0.0952) = 3.2414
32'h3f2d9efe,32'h3f9851bb,32'h3f9e894f, 32'h3f93a80b,32'h3fa332ff, 32'h3f8be291,32'h3faaf879,// invsqrt(0.6782) = 1.2143
32'h4030b8a3,32'h3f16fa30,32'h3f1d23c0, 32'h3f125b05,32'h3f21c2eb, 32'h3f0aa712,32'h3f2976de,// invsqrt(2.7613) = 0.6018
32'h3e65b8fc,32'h40046b91,32'h4009d339, 32'h40005dd3,32'h400de0f7, 32'h3ff33883,32'h4014a289,// invsqrt(0.2243) = 2.1113
32'h4080bf68,32'h3efa2685,32'h3f022e2b, 32'h3ef27e28,32'h3f06025a, 32'h3ee5bae3,32'h3f0c63fc,// invsqrt(4.0234) = 0.4985
32'h3ec911dd,32'h3fc82b5c,32'h3fd056ec, 32'h3fc20aaf,32'h3fd67799, 32'h3fb7d43a,32'h3fe0ae0e,// invsqrt(0.3927) = 1.5957
32'h3ff2b317,32'h3f3631ed,32'h3f3da1ae, 32'h3f309e1d,32'h3f43357f, 32'h3f27526d,32'h3f4c812f,// invsqrt(1.8961) = 0.7262
32'h3fc62891,32'h3f49a26b,32'h3f51dd4b, 32'h3f437643,32'h3f580973, 32'h3f392cac,32'h3f62530b,// invsqrt(1.5481) = 0.8037
32'h3f01d36b,32'h3fb025a7,32'h3fb75635, 32'h3faac13c,32'h3fbcbaa0, 32'h3fa1c489,32'h3fc5b753,// invsqrt(0.5071) = 1.4042
32'h3ee11ba6,32'h3fbd2e1e,32'h3fc4e6dc, 32'h3fb76390,32'h3fcab16a, 32'h3fadbca4,32'h3fd45856,// invsqrt(0.4397) = 1.5081
32'h3f77912d,32'h3f7f1dfa,32'h3f84c3d9, 32'h3f774eb2,32'h3f88ab7d, 32'h3f6a4a8d,32'h3f8f2d8f,// invsqrt(0.9671) = 1.0169
32'h40007849,32'h3f311302,32'h3f384d40, 32'h3f2ba753,32'h3f3db8ef, 32'h3f229e84,32'h3f46c1be,// invsqrt(2.0073) = 0.7058
32'h40395e59,32'h3f1369ec,32'h3f196e3e, 32'h3f0ee6ae,32'h3f1df17c, 32'h3f076146,32'h3f2576e4,// invsqrt(2.8964) = 0.5876
32'h3fb596e6,32'h3f52a1f6,32'h3f5b3adc, 32'h3f4c2f4a,32'h3f61ad88, 32'h3f41702b,32'h3f6c6ca7,// invsqrt(1.4187) = 0.8396
32'h40376feb,32'h3f143011,32'h3f1a3c7b, 32'h3f0fa6c2,32'h3f1ec5ca, 32'h3f08173f,32'h3f26554d,// invsqrt(2.8662) = 0.5907
32'h3fefb92c,32'h3f375292,32'h3f3ece1b, 32'h3f31b5ec,32'h3f446ac2, 32'h3f285b82,32'h3f4dc52d,// invsqrt(1.8728) = 0.7307
32'h3f57a1b0,32'h3f88adab,32'h3f8e41d1, 32'h3f847e8e,32'h3f9270ee, 32'h3f7b0abc,32'h3f996a1e,// invsqrt(0.8423) = 1.0896
32'h3f32132e,32'h3f966701,32'h3f9c8a8f, 32'h3f91cc58,32'h3fa12538, 32'h3f8a1fe7,32'h3fa8d1a9,// invsqrt(0.6956) = 1.1990
32'h40cf286c,32'h3ec534c1,32'h3ecd415b, 32'h3ebf2b4d,32'h3ed34acf, 32'h3eb51b8d,32'h3edd5a8f,// invsqrt(6.4737) = 0.3930
